title,description,pubDate,guid,imgLink,actURL
GoldLink,The D.C. rapper brought quite the crew to his Tiny Desk performance.,"Wed, 13 Jun 2018 09:39:00 -0400",a4695d1c-e9ae-4988-bf12-06a48ab4fcf7,https://media.npr.org/assets/img/2018/06/13/goldlink-charbage_wide-416672c93ba50e413b7476522073a83014779a03.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180612_ascvid_goldlinkpodcast-n.mp4?orgId=1&p=510292&story=619511849&t=podcast&e=619511849&ft=pod&f=510292
Jorja Smith,"Watch the rising U.K. star perform intimate renditions of ""Blue Lights,"" ""On My Mind"" and ""Teenage Fantasy"" with a full band.","Tue, 12 Jun 2018 09:13:00 -0400",142d3c88-6e3e-4007-8fdc-bd7d4bd3de3b,https://media.npr.org/assets/img/2018/06/12/jorja_eattar_wide-4725742e6755d19bce003996bb6f221049886032.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180608_ascvid_jorjasmithpodcast-n.mp4?orgId=1&p=510292&story=619149197&t=podcast&e=619149197&ft=pod&f=510292
MILCK,The one-woman riot who made headlines during the inaugural Women's March On Washington visits the Tiny Desk.,"Fri, 08 Jun 2018 08:44:00 -0400",0b507f92-454e-47ce-9dcf-5f8a1defbd02,https://media.npr.org/assets/img/2018/06/08/milck_charbage_wide-21b24099af7e647d842adc5581d0aebdf3d74010.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180607_ascvid_milckpodcast-n.mp4?orgId=1&p=510292&story=618198835&t=podcast&e=618198835&ft=pod&f=510292
Grace VanderWaal,"The 14-year-old singer who signed to Columbia after winning <em>America's Got Talent</em>, dazzles the Tiny Desk with her breathtaking voice.","Wed, 06 Jun 2018 08:49:00 -0400",a6576fef-1b73-4217-988d-0a748a46f2ae,https://media.npr.org/assets/img/2018/06/06/gracevanderwaal_charbage_wide-97e3b830a8277e2c7bfe05c9fde9076130528e37.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/06/20180605_ascvid_gracepodcast-n.mp4?orgId=1&p=510292&story=617465125&t=podcast&e=617465125&ft=pod&f=510292
Daniel Caesar,"Watch the R&B star-in-the-making perform three songs, including a guest appearance by H.E.R.","Mon, 04 Jun 2018 09:20:00 -0400",ffe64431-3092-443f-b0ad-82130dad42b7,https://media.npr.org/assets/img/2018/06/04/daniel_msmith_wide-41a8ec1a021414e30b9b68eed4c9c3855c0b29aa.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180531_ascvid_danielceasarpodcast-n.mp4?orgId=1&p=510292&story=616768750&t=podcast&e=616768750&ft=pod&f=510292
Tom Misch,This 22-year-old Brit has soul for days.,"Fri, 01 Jun 2018 10:43:00 -0400",6f9e10f7-5670-49d3-957b-2691f761b21b,https://media.npr.org/assets/img/2018/06/01/tommisch_charbage_wide-2296aeba7c670cfe4fd5a3e72a12d10a8c1f0c31.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180531_ascvid_tommischpodcast-n.mp4?orgId=1&p=510292&story=616100400&t=podcast&e=616100400&ft=pod&f=510292
Trouble Funk,We squeezed 12 go-go musicians behind the Tiny Desk. Watch what ensued.,"Wed, 30 May 2018 14:04:00 -0400",8ef6833b-d951-49a8-91bd-d2108db48d68,https://media.npr.org/assets/img/2018/05/30/trouble_eattar_wide-bd924e4106ac94619f9fd4e0406b195f1ac168a2.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180521_ascvid_troublefunkpodcast-n.mp4?orgId=1&p=510292&story=615440277&t=podcast&e=615440277&ft=pod&f=510292
Third Coast Percussion,"Watch the Chicago-based ensemble conjure otherworldly sounds from steel pipes, tuned cowbells and a bowl that sings.","Wed, 30 May 2018 09:44:00 -0400",265cb4a5-4bb8-436f-bf0a-3b7843855cb3,https://media.npr.org/assets/img/2018/05/30/thirdcoast_charbage_wide-1af12edc6e6364c001a5d5dcfcc9c6fe948ed5b8.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180518_ascvid_thirdcoastpodcast-n.mp4?orgId=1&p=510292&story=615437813&t=podcast&e=615437813&ft=pod&f=510292
Ill Camille,"The Los Angeles rapper and Kendrick Lamar collaborator performed four songs from her excellent album, <em>Heirloom</em>.","Wed, 30 May 2018 09:41:00 -0400",53e4ffdb-0353-4868-8255-7522c0ebc69d,https://media.npr.org/assets/img/2018/05/30/illcamille_eattar_wide-91d090c3a2e29d1603cb2e9228ef1fa4350eee16.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180521_ascvid_illcamillepodcast-n.mp4?orgId=1&p=510292&story=615436923&t=podcast&e=615436923&ft=pod&f=510292
Juanes & Mon Laferte,The Colombian pop star and Chilean rising star brought their duet tour to the Tiny Desk.,"Wed, 30 May 2018 09:26:00 -0400",f7620b47-79e1-4362-ba51-6a2959cd6975,https://media.npr.org/assets/img/2018/05/30/juanes_charbage_wide-8e056d5e2fd1cbf961571288c035608a822a0c94.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4hls.mp4?orgId=1&p=510292&story=615431925&t=podcast&e=615431925&ft=pod&f=510292
The Band's Visit,"Tony Shalhoub, Katrina Lenk and the cast of the Tony-nominated play <em>The Band's Visit</em> marked the first Broadway performance at the Tiny Desk.","Mon, 21 May 2018 09:24:00 -0400",bf17a10d-4d24-4919-95d7-162152d9a161,https://media.npr.org/assets/img/2018/05/21/bandsvisit_eattar_wide-1c963d7d2686860e679ddc67f8e88df2148eef49.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180518_ascvid_bandsvisitpodcast-n.mp4?orgId=1&p=510292&story=612975609&t=podcast&e=612975609&ft=pod&f=510292
Partner,The dream of the '90s is alive in this Canadian rock band.,"Fri, 18 May 2018 14:47:00 -0400",34d6afef-8066-40f8-ad0d-d03de8777d58,https://media.npr.org/assets/img/2018/05/18/partner_eattar_wide-4c9440b477d8e365f799e23a15deba2c0f6d0458.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180517_ascvid_partnerpodcast-n.mp4?orgId=1&p=510292&story=612401221&t=podcast&e=612401221&ft=pod&f=510292
Khruangbin,"This trio from Houston, Texas makes trance-inducing music heavily inspired by 1960s and '70s funk and soul from, of all places, Thailand.","Wed, 16 May 2018 15:35:00 -0400",b3a99a69-c253-4b43-a4d4-0def5b35dfba,https://media.npr.org/assets/img/2018/05/16/khruangbin_eattar_wide-16e07d4af69f5b05cd9ce6ace3c76a2cbc1fe67f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180514_ascvid_khruangbin-n.mp4?orgId=1&p=510292&story=611717286&t=podcast&e=611717286&ft=pod&f=510292
Naia Izumi,The winner of this year's Tiny Desk Concert Contest makes his official debut performance behind <em></em>the desk.,"Mon, 14 May 2018 09:21:00 -0400",d2cd0c6c-1145-42df-b979-4c1d20dd2afc,https://media.npr.org/assets/img/2018/05/14/tdcc_eattar_wide-acba8a564104d0be06e53c54a383fb2e8280d649.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180511_ascvid_tdccpodcasts-n.mp4?orgId=1&p=510292&story=610944762&t=podcast&e=610944762&ft=pod&f=510292
Bela Fleck and Abigail Washburn,Bela Fleck and Abigail Washburn are two American musical treasures. This husband-and-wife banjo duo write original tunes steeped in the roots of folk music.,"Fri, 11 May 2018 11:44:00 -0400",b7d59fd2-c16d-4931-a4b2-dc05e63dc2d0,https://media.npr.org/assets/img/2018/05/11/bela_eattar_wide-25a8e72d64e8d2425033d9a78b1debcfdc72a346.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180510_ascvid_belapodcast-n.mp4?orgId=1&p=510292&story=610435230&t=podcast&e=610435230&ft=pod&f=510292
Gordi,"In three songs from <em>Reservoir</em>, Gordi keeps her voice both unadorned and centered within warm, cool arrangements that include piano, guitar, pedal steel, a harmonium named Barbara, and more.","Mon, 07 May 2018 09:27:00 -0400",f048508e-0c96-4183-9e5b-0f34f1bb1fed,https://media.npr.org/assets/img/2018/05/07/gordi_eattar_wide-a1ae7178df079051141d77df72d0a111545c7428.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180504_ascvid_gordipodcast-n.mp4?orgId=1&p=510292&story=609059415&t=podcast&e=609059415&ft=pod&f=510292
Darlingside,"Even if the world came to an end, there's still beauty and hope in all of us and in song. That about sums up the wistful mystery that is the music of Darlingside.","Fri, 04 May 2018 15:15:00 -0400",a8d61cf7-2596-48ea-b73d-e938518f5dbc,https://media.npr.org/assets/img/2018/05/03/darlingside_eattar_wide-717c852d855cf5a28f3370e819a0ea49cabd6549.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180503_ascvid_darlingsidepodcast-n.mp4?orgId=1&p=510292&story=608157799&t=podcast&e=608157799&ft=pod&f=510292
GZA & The Soul Rebels,"Most rap fans would name RZA as the head of the Wu-Tang Clan. But Wu purists know that GZA, or The Genius, is the crew's unspoken elder statesman.","Wed, 02 May 2018 13:48:00 -0400",0a987cca-727a-4ebb-9ce5-1d64a80c5fe0,https://media.npr.org/assets/img/2018/05/02/gza_eattar_wide-cb4e7dc21b3192d3aea2983e5a66381dc1563239.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/05/20180502_ascvid_gzapodcast-n.mp4?orgId=1&p=510292&story=607763462&t=podcast&e=607763462&ft=pod&f=510292
Bedouine,"Bedouine is Azniv Korkejian, a singer and guitarist who echoes sounds from the 1960's North American folk songwriters, but with vocal inflections closer to Leonard Cohen than to Joni Mitchell.","Mon, 30 Apr 2018 12:18:00 -0400",12581350-b89a-4d8f-ac59-6824c505dde9,https://media.npr.org/assets/img/2018/04/27/bedouine_bboilen_wide-18cbf4042f06e0a1174efa7dae736f7ea23803b6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180427_ascvid_bedoudinepodcast-n.mp4?orgId=1&p=510292&story=606528205&t=podcast&e=606528205&ft=pod&f=510292
ÌFÉ,"ÌFÉ isn't playing anything new. In fact, the band takes on something quite old: ritual Afro-Caribbean music that takes a lifetime to absorb and master.","Fri, 27 Apr 2018 13:37:00 -0400",c544bd0f-0f75-490d-9e25-fe817a23251b,https://media.npr.org/assets/img/2018/04/27/ife_eattar_wide-15cce7c1ae274ba9c60485e36514ca21864dc697.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180427_ascvid_ifepodcast-n.mp4?orgId=1&p=510292&story=606432112&t=podcast&e=606432112&ft=pod&f=510292
Superorganism,The multinational band of theatrically fun and talented musicians in Superorganism mix melody and mischievous with almost Seussian folly.,"Wed, 25 Apr 2018 09:02:00 -0400",5a83291a-0007-441b-b960-cad839e7424d,https://media.npr.org/assets/img/2018/04/24/superorganims_jsterner_wide-8acc666656adb2c182b9a5acc3497544bff629cc.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180424_ascvid_superoganismpodcast-n.mp4?orgId=1&p=510292&story=605399471&t=podcast&e=605399471&ft=pod&f=510292
Logan Richardson,"Hear a triumphant fusion of jazz, rock and blues that moves with momentum and fresh anticipation. Logan Richardson plays with a lyrical intensity that is both focused and free.","Mon, 23 Apr 2018 10:52:00 -0400",0a09868c-735c-4113-bcd1-fa2da7bf6d07,https://media.npr.org/assets/img/2018/04/23/loganrichardson_eattar_wide-1da81c8f6285c7599bb83e9b73610e353b0fa10c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180420_ascvid_loganrichardsonpodcast-n.mp4?orgId=1&p=510292&story=604278139&t=podcast&e=604278139&ft=pod&f=510292
John Moreland,"When you hear John Moreland's sweet voice, it's hard to believe he spent years singing in punk, metal-core and hardcore bands. He plays acoustic guitar now, but his songs are still full of passion.","Fri, 20 Apr 2018 08:40:00 -0400",750640a8-7434-4af6-aea2-c3804e4ad810,https://media.npr.org/assets/img/2018/04/20/johnmoreland_msmith-copy_wide-303c99995572cf6ecc601015f8586bb00457d565.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180414_ascvid_johnmorelandpodcast-n.mp4?orgId=1&p=510292&story=604273520&t=podcast&e=604273520&ft=pod&f=510292
O.C.,"The veteran Brooklyn rapper was an underground star during hip-hop's golden era. At the Tiny Desk, O.C. made it clear that he hasn't lost his edge.","Thu, 19 Apr 2018 08:59:00 -0400",db710313-a797-4386-9780-1cfc26516e20,https://media.npr.org/assets/img/2018/04/17/oc_eattar1_wide-61ad79e9f754282e8adae3a8468c4a4a7502cd33.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180418_ascvid_ocpodcast-n.mp4?orgId=1&p=510292&story=603139508&t=podcast&e=603139508&ft=pod&f=510292
The Breeders,"The Breeders' dreamy scuzz sounds more wizened and frazzled at the Tiny Desk, featuring the same lineup behind the band's breakout, 1993 album <em>Last Splash.</em>","Mon, 16 Apr 2018 09:17:00 -0400",bb6e85d4-5260-4b0e-b632-51036074c051,https://media.npr.org/assets/img/2018/04/11/eattar_breeders_wide-cbb90293ae4b0cc1cf2c29df52c389d5c23a3022.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180411_ascvid_breederspodcast-n.mp4?orgId=1&p=510292&story=601643591&t=podcast&e=601643591&ft=pod&f=510292
Jorge Drexler,The Uruguayan singer-songwriter is one of the finest lyricists operating today. Watch his stunning performance behind the Tiny Desk.,"Mon, 16 Apr 2018 09:16:00 -0400",2c72df91-cd20-4099-98c4-d904062d8a2e,https://media.npr.org/assets/img/2018/04/11/eattar_jorgedrexler_wide-472f3550daaa1008ad988175ba3cf670f9c01146.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180412_ascvid_jorgedrexlerpodcast-n.mp4?orgId=1&p=510292&story=601643365&t=podcast&e=601643365&ft=pod&f=510292
Tyler Childers,Tyler Childers writes songs about hard lives and hard love with direct heart and a soulful Kentucky drawl.,"Wed, 11 Apr 2018 11:27:00 -0400",09a53a9f-796a-49e3-8135-9c382153f921,https://media.npr.org/assets/img/2018/04/10/tylerchilders_eattar_wide-88ae5f41ebf9900807447594b56c7c265bfa0d1b.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180410_ascvid_tylerchilderspodcast-n.mp4?orgId=1&d=595&p=510292&story=601195132&t=podcast&e=601195132&ft=pod&f=510292
Lara Bello,"Flamenco, jazz and classical share the stage in this Tiny Desk from one of our favorite Spanish composers.","Tue, 10 Apr 2018 09:54:00 -0400",f2ca4ebe-e6fd-4447-b12e-600f89565910,https://media.npr.org/assets/img/2018/04/05/larabello_eattar_wide-4d5accf46b8e5efcc2faa7221710739b1bea1ab7.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180406_ascvid_larabellopodcast-n.mp4?orgId=1&d=981&p=510292&story=599767393&t=podcast&e=599767393&ft=pod&f=510292
Rhye,"See the band perform a rare evening Tiny Desk concert, illuminated by flickering lights","Mon, 09 Apr 2018 09:02:00 -0400",59b4cdf1-f2a7-4a47-b627-c8f890eafb82,https://media.npr.org/assets/img/2018/04/06/rhye_eattar_wide-9befcf64b97f905660be7e31e52287d61618f4c0.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180406_ascvid_rhyepodcast-n.mp4?orgId=1&d=1132&p=510292&story=600177360&t=podcast&e=600177360&ft=pod&f=510292
Dan Auerbach,"The guitarist and singer for The Black Keys and The Arcs brings his Easy Eye Sound Revue to the Tiny Desk, recalling a time and sound from the '60s when southern R&B, including Nashville, was a force.","Wed, 04 Apr 2018 15:07:00 -0400",d9790f7b-d85b-4e08-b77c-b019eaa24531,https://media.npr.org/assets/img/2018/04/03/danauerbach_eattar_wide-f3da09b0b432666d971e18b0aa7735d841f409de.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_danauerbachpodcastrev2-n.mp4?orgId=1&p=510292&story=599131026&t=podcast&e=599131026&ft=pod&f=510292
Dee Dee Bridgewater,"Bridgewater connects with her roots, her birthplace and the town she's loved all her life, with a set of songs from Memphis.","Tue, 03 Apr 2018 09:31:00 -0400",d969562e-d6df-4bab-86cf-fa7c821f0cdc,https://media.npr.org/assets/img/2017/12/12/deedee_charbage_wide-34361b4bf01723e1cf57a5e30f061a48cc198246.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_deedeebridgewaterpodcastrev2-n.mp4?orgId=1&d=903&p=510292&story=570165656&t=podcast&e=570165656&ft=pod&f=510292
Masta Ace,"The Juice Crew legend brought his biggest hit, ""Born To Roll,"" and a heartfelt recollection of his personal journey to the Tiny Desk.","Tue, 03 Apr 2018 09:20:00 -0400",c7bb4170-14a3-4723-a10d-f0a537135376,https://media.npr.org/assets/img/2018/03/28/mastaace_eattar_wide-f120b797445a2b12a953f1b4615ae37998781f28.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_mastaacepodcastrev2-n.mp4?orgId=1&d=1057&p=510292&story=597589052&t=podcast&e=597589052&ft=pod&f=510292
I'm With Her,"Aoife O'Donovan, Sarah Jarosz and Sara Watkins are bound by a love for bluegrass, chamber music, jazz, storytelling and singing.","Wed, 28 Mar 2018 09:01:00 -0400",36179af9-a184-4fc2-a009-ee2ce7eaac06,https://media.npr.org/assets/img/2018/03/27/imwithher_eattar_wide-c9b1d69c814cb665b6c6f1457734a7c5717a6c1f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_imwithherpodcastrev2-n.mp4?orgId=1&d=861&p=510292&story=597251924&t=podcast&e=597251924&ft=pod&f=510292
Jenny and the Mexicats,"Sometimes frenetic, sometimes slow and luxurious, the grooves the band creates are the perfect cushion for Jenny Ball's impassioned singing and engaging stage presence.","Mon, 26 Mar 2018 09:38:00 -0400",0437a76f-f65c-4835-b453-b48d01017071,https://media.npr.org/assets/img/2018/03/23/jenny_jsterner_wide-6d9f0b4986bdfd6e97a7c67f8a14121a41b5defe.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_jennyandthemexicatspodcastrev2-n.mp4?orgId=1&d=931&p=510292&story=596427239&t=podcast&e=596427239&ft=pod&f=510292
Väsen,"The Swedish trio brought a 30-string sonic blast to the Tiny Desk, performing on 12-string guitar, vioala and the nyckelharpa (a fiddle with keys — think 15th century keytar).","Fri, 23 Mar 2018 10:46:00 -0400",d3154309-5cf3-474c-a2c1-be61696ffad6,https://media.npr.org/assets/img/2018/03/22/vasen_eattar_wide-48b54495381697e70434a2e62e70a3dd79895b9e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_vasenpodcastrev2-n.mp4?orgId=1&d=925&p=510292&story=596039280&t=podcast&e=596039280&ft=pod&f=510292
Cornelius,"Cornelius' Keigo Oyamada deconstructs and reassembles music like it's a neon cubist-pop sculpture. On a rare U.S. tour, the Japanese band brought its complex cool to the Tiny Desk.","Mon, 19 Mar 2018 09:49:00 -0400",dc5b9dac-ef39-43ee-bab5-ceaccbd7c3c9,https://media.npr.org/assets/img/2018/03/16/cornelius_jsterner3_wide-b35c90c763f404a300d3dd1876ef0dcc811f3487.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_corneliuspodcastrev2-n.mp4?orgId=1&d=974&p=510292&story=594261046&t=podcast&e=594261046&ft=pod&f=510292
Raul Midón,"Raul Midón brought nothing but a guitar and his voice to an extended Tiny Desk set of dense, breathtaking jazz and soul textures.","Thu, 15 Mar 2018 09:22:00 -0400",f6b88646-4faa-408c-8942-1636a1b82b18,https://media.npr.org/assets/img/2018/03/14/raulmidon_jsterner_wide-fe375aa48a8f519c575ad410be2793f804054e6a.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/04/20180404_ascvid_raulmidonpodcastrev2-n.mp4?orgId=1&d=1411&p=510292&story=593473747&t=podcast&e=593473747&ft=pod&f=510292
John Prine,"For more than 45 years, the legendary John Prine has written some of the most powerful lyrics in the American music canon. He brings some of his best to this unforgettable Tiny Desk performance.","Mon, 12 Mar 2018 13:40:00 -0400",8a181927-79f8-45e7-ba02-65fe810838b3,https://media.npr.org/assets/img/2018/03/12/johnprine_cascani_wide-a4e3bdcf2e693147c401d4274d0a2c0121df909b.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/03/20170312_ascvid_johnprinepodcast-n.mp4?orgId=1&d=967&p=510292&story=592915015&t=podcast&e=592915015&ft=pod&f=510292
Kuinka,"Each year we get thousands of submissions for our annual Tiny Desk contest. Seattle's Kuinka was one of last year's entrants. While they didn't win, we loved them so much we invited them to come play.","Fri, 09 Mar 2018 09:37:00 -0500",0cb70805-da14-4d22-a8a7-04e31d4e7ef0,https://media.npr.org/assets/img/2018/03/08/kuinka_jsterner_wide-6ae56d48d1d592bd0c59734f6da2c1896ca13cfc.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/03/20180308_ascvid_kuinkapodcast-n.mp4?orgId=1&d=752&p=510292&story=591941244&t=podcast&e=591941244&ft=pod&f=510292
Alex Clare,Clare's songs ask listeners to probe their own emotions through the lens of life's bigger pictures. His visit to Bob Boilen's desk is the perfect setting to bask in the power of his voice.,"Wed, 07 Mar 2018 09:20:00 -0500",3d95c66d-227c-4347-bafe-140d201f2fb1,https://media.npr.org/assets/img/2018/03/06/alexclare_eattar_wide-bd547a031a449212e06fcb4666776a655c1e7c3c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/03/2018020306_ascvid_alexclarepodcast-n.mp4?orgId=1&d=1151&p=510292&story=591232100&t=podcast&e=591232100&ft=pod&f=510292
Big K.R.I.T.,The Mississippi rapper paid homage to his grandmother and performed songs from his new album <em>4eva Is a Mighty Long Time</em>.,"Mon, 05 Mar 2018 09:13:00 -0500",f9beb4ae-90e0-4818-9b76-be16da881956,https://media.npr.org/assets/img/2018/03/02/bigkrit_jsterner_wide-daa7982cdc526e6733276d3aa5b0855ea534bf36.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/03/20180302_ascvid_bigkritpodcast-n.mp4?orgId=1&d=993&p=510292&story=590231737&t=podcast&e=590231737&ft=pod&f=510292
Anna Meredith,"Out of nearly 700 performances at the Tiny Desk over the past decade, this one by British composer Anna Meredith is one of the most exhilarating.","Fri, 02 Mar 2018 08:52:00 -0500",831befd9-bc3e-45cb-b0ea-8b0b1db5376a,https://media.npr.org/assets/img/2018/03/01/annameredith_eattar_wide-8e7c45e1eacaf7ab67aa9bc0e06e788d7425b80d.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/03/20180301_ascvid_annameredithpodcast-n.mp4?orgId=1&d=1185&p=510292&story=589891861&t=podcast&e=589891861&ft=pod&f=510292
Roy Ayers,"Watch the 77-year-old jazz-funk icon perform ""Everybody Loves The Sunshine"" (and more) at the Tiny Desk.","Thu, 01 Mar 2018 10:32:00 -0500",bf93a173-f890-4f94-8cc2-cc854e5f3e54,https://media.npr.org/assets/img/2018/02/28/royayers_jsterner_wide-591923989e2f8bab1bc7a75000bce564dce6272d.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180228_ascvid_royayerspodcast-n.mp4?orgId=1&d=1475&p=510292&story=589476830&t=podcast&e=589476830&ft=pod&f=510292
Lee Ann Womack,The Nashville star brought some good old country music stories to the Tiny Desk.,"Tue, 27 Feb 2018 09:06:00 -0500",4f3cb742-de5e-4efd-9c75-cccaa67e5116,https://media.npr.org/assets/img/2018/02/23/leeannwomak_charbage_wide-5a11928b245439b00556efbcb8868a2e3fe51750.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180223_ascvid_leeanwomackpodcast-n.mp4?orgId=1&d=896&p=510292&story=588272893&t=podcast&e=588272893&ft=pod&f=510292
Vagabon,"Laetitia Tamko, the artist known as Vagabon, is a 25-year-old, Cameroon-born musician with a big, tenor voice just bursting with new musical ideas.","Fri, 23 Feb 2018 10:36:00 -0500",82426d3c-3fe0-4b48-bef9-9b6efeebdb8a,https://media.npr.org/assets/img/2018/02/22/vegabon_jsterner_wide-70e643b324f13bc92633a3be37ac82e47799daed.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180222_ascvid_vegabonpodcast-n.mp4?orgId=1&d=594&p=510292&story=588053716&t=podcast&e=588053716&ft=pod&f=510292
August Greene,"August Greene, Common's new trio with Robert Glasper and Karriem Riggins, brought some special guest vocalists to the Tiny Desk.","Thu, 22 Feb 2018 11:10:00 -0500",1f3e4886-9718-424b-80ba-93163613e6ce,https://media.npr.org/assets/img/2018/02/15/augustgreen_aslahattar_wide-1bc48be9b4746399ebe121dff133447709ba7ce7.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180222_ascvid_augustgreenepodcast-n.mp4?orgId=1&d=2251&p=510292&story=586160564&t=podcast&e=586160564&ft=pod&f=510292
Big Daddy Kane,One of the greatest to ever bless the mic treated the Tiny Desk audience to an office block party.,"Thu, 22 Feb 2018 09:31:00 -0500",3d0f30f9-7885-447b-8152-0c866aa0ecde,https://media.npr.org/assets/img/2018/02/22/bigdaddykane_charbage_wide-81057fbf16ea77e80a40e3fc4fef9b357252c752.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180215_ascvid_bigdaddykanepodcast-n.mp4?orgId=1&d=1157&p=510292&story=587879697&t=podcast&e=587879697&ft=pod&f=510292
